60614939	1c:enterprise programming language	0	[]	[]
2994340	a#	2004	[]	[]
60383	a-0 system	0	[]	[]
890931	a+	1988	['Array']	['dynamic', 'strong']
425819	a++	0	[]	[]
271832	abap/4	1983	['Object-oriented', 'structured', 'imperative']	['static', 'strong', 'safe', 'nominative']
147585	abc	0	['multi-paradigm', 'imperative', 'procedural', 'structured']	['strong', 'polymorphic']
60450	abc algol	0	[]	[]
928669	acc	0	[]	[]
85065	accent	0	[]	[]
9216093	distributed application specification language	0	[]	[]
1273369	action!	0	[]	[]
519691	actionscript	1998	['Multi-paradigm', 'object-oriented', 'prototype-based', 'functional', 'imperative', 'scripting']	['strong', 'static']
26849115	actor	0	[]	[]
1242	ada	1980	['Multi-paradigm']	['static', 'strong', 'safe', 'nominative']
11517646	adenine	0	[]	[]
32996364	agda (theorem prover)	0	[]	[]
50687330	agilent vee	0	[]	[]
933477	agora	0	[]	[]
31460418	aimms	0	[]	[]
948551	aldor	1990	['Multi-paradigm', 'object-oriented', 'functional', 'imperative', 'dependent typed', 'logic']	[]
1935217	alef	1992	['compiled', 'concurrent', 'structured']	['static', 'strong']
11868019	alf	0	['multi-paradigm', 'logic', 'functional']	[]
944870	algol 58	1958	['procedural', 'imperative', 'structured']	[]
692878	algol 60	1960	['procedural', 'imperative', 'structured']	[]
692880	algol 68	1968	['multi-paradigm', 'concurrent', 'imperative']	['static', 'strong', 'safe', 'structural']
211058	algol w	1966	[]	[]
30877972	alice	2000	['Multi-paradigm', 'imperative', 'functional', 'distributed', 'concurrent']	['strong', 'static', 'inferred']
933674	alma-0	0	['multi-paradigm', 'constraint', 'imperative', 'logic']	['static']
12036551	ambienttalk	2006	['object-oriented', 'prototype-based', 'Concurrent', 'Event-driven', 'Reflective']	['dynamic', 'strong']
114313	amiga e	0	[]	[]
2957	amos	1990	['Imperative', 'Procedural']	[]
1076270	ampl	1985	['Multi-paradigm', 'declarative', 'imperative']	[]
39538319	angelscript	2003	['Multi-paradigm', 'scripting', 'imperative', 'procedural', 'object-oriented']	['static', 'strong']
49183653	apex	0	[]	[]
1451	apl	1966	['Array', 'functional', 'structured', 'modular']	['dynamic']
43500036	app inventor for android	0	[]	[]
88392	applescript	1993	['Natural language programming', 'Scripting']	['weak', 'dynamic']
3673047	apt	0	[]	[]
188190	arc	2008	[]	['dynamic']
1858505	arexx	0	[]	[]
27580389	argus	0	[]	[]
1368	assembly language	1949	['Imperative', 'unstructured']	[]
1485612	autohotkey	0	[]	[]
51458	autolisp	1986	[]	[]
2211949	averest	0	[]	[]
1456	awk	1977	['Scripting', 'procedural', 'data-driven', '[1]']	[]
22433033	axum	2009	[]	[]
2883	active server pages (asp)	0	[]	[]
4475	b	1969	[]	['word']
22848897	babbage	1971	['procedural', 'structured', 'High-level assembler']	[]
57629994	ballerina	2017	[]	['structural', 'strong', 'static', 'inferred']
4547	bash	0	[]	[]
4015	basic	1964	['Non-structured', 'procedural', 'object-oriented']	[]
646359	bc	0	[]	[]
4052	bcpl	1967	['procedural', 'imperative', 'structured']	['word']
1565435	beanshell	1999	['Object-oriented', 'scripting']	['dynamic', 'strong']
15264030	batch file	0	[]	[]
21119400	bertrand	0	[]	[]
135868	beta	0	['Object-oriented']	[]
24740516	bliss	0	[]	[]
44494473	blockly	0	[]	[]
436718	bloop and floop	0	[]	[]
1147624	boo	2003	['Object oriented']	['static', 'strong', 'inferred', 'duck']
21008097	boomerang	2008	[]	[]
92839	bourne shell	0	[]	[]
6021	c	1972	['Imperative', 'procedural', 'structured']	['static', 'weak', 'manifest', 'nominal']
1422467	c--	1997	['imperative']	['static', 'weak']
72038	c++	1985	[]	['static', 'nominative', 'partially inferred']
1064175	c*	1987	['multi-paradigm', 'object-oriented', 'imperative', 'parallel']	['static', 'weak', 'manifest']
2356196	c#	2000	['Structured', 'imperative', 'object-oriented', 'event-driven', 'task-driven', 'functional', 'generic', 'reflective', 'concurrent']	['static', 'dynamic', '[3]', 'strong', 'safe', 'nominative', 'partially inferred']
13281075	c/al	0	[]	[]
2242790	caché objectscript	1997	[]	[]
95839	c shell	0	[]	[]
2362118	caml	1985	['multi-paradigm', 'functional', 'imperative', 'object-oriented', 'OCaml']	['strong', 'static', 'inferred']
6528823	cayenne	0	[]	[]
5763798	cduce	0	[]	[]
527946	cecil	0	[]	[]
52437476	cesil	0	[]	[]
52350190	céu	0	[]	[]
31483631	ceylon	2011	['Object-oriented']	['static, strong, safe']
1109117	cfengine	0	[]	[]
390212	cg	0	[]	[]
6776794	chapel	2009	['Object-oriented', 'Partitioned global address space', 'Parallel programming']	['static', 'inferred']
1364508	charity	1992	['pure functional']	[]
31955729	charm (language)	0	[]	[]
765313	chill	1980	['procedural']	['static', 'strong']
1119698	chip-8	0	[]	[]
18718048	pp, chomski virtual machine	2007	['scripting language']	[]
478750	chuck	2003	['Multi-paradigm']	['strong']
945803	cilk	1994	['imperative', 'procedural', 'structured', 'parallel']	['static', 'weak', 'manifest']
49208585	citrine	2014	['Object-oriented', 'prototype-based']	['dynamic']
930956	claire	1994	['multi-paradigm', 'functional', 'object-oriented', 'class-based', 'rule processing', 'reflective']	['strong', 'static', 'dynamic']
508614	clarion	0	[]	[]
161878	clean	1987	['functional']	['strong', 'static', 'dynamic']
246367	clipper	1985	[]	[]
391542	clist	0	[]	[]
16561990	clojure	2007	['multi-paradigm', 'agent-oriented', '[1]', 'concurrent', '[2]', '[3]', 'functional', '[4]', 'logic', '[5]', 'macro', '[6]', 'pipeline', '[7]']	['dynamic', 'strong']
7575	clu	1975	['multi-paradigm', 'object-oriented', 'procedural']	['strong']
1181779	cms-2	1968	['Imperative']	[]
6799	cobol	1959	['Procedural', 'imperative', 'object-oriented']	['weak', 'static']
50155661	cobolscript	0	[]	[]
13862555	cobra	2006	['Multi-paradigm', 'object-oriented']	['strong', 'static', 'dynamic', 'inferred']
27403236	coffeescript	2009	['Multi-paradigm', 'prototype-based', 'functional', 'imperative', 'scripting']	[]
36436304	coldfusion	0	[]	[]
197700	comal	1973	['structured']	['strong']
31613960	combined programming language	0	[]	[]
1012894	comit	1957	[]	[]
46004	common intermediate language	0	[]	[]
6068	common lisp	1984	['Multi-paradigm', 'procedural', 'functional', 'object-oriented', 'meta', 'reflective', 'generic']	['dynamic', 'strong']
492451	compass	0	[]	[]
357599	component pascal	1997	['imperative', 'structured', 'modular', 'object-oriented']	['strong', 'static']
1753362	constraint handling rules	1991	['Constraint logic programming']	[]
4292196	comtran	1957	[]	[]
14782123	cool	1996	['Object-oriented']	['static', 'strong', 'manifest']
581974	coq (software)	0	[]	[]
7262	coral 66	1964	['procedural', 'imperative', 'structured']	[]
4891630	corvision	1986	[]	[]
94451	cowsel	1964	[]	[]
828614	cpl	1963	['Multi-paradigm', 'procedural', 'imperative', 'structured', 'functional']	[]
20921449	cryptol	0	[]	[]
48972626	crystal	2014	['Multi-paradigm', 'object-oriented', 'concurrent']	['static', 'inferred', 'structural', 'duck']
149998	csound	0	[]	[]
247370	communicating sequential processes	0	[]	[]
51797637	cuneiform	2013	['functional', 'scientific workflow']	[]
42537	curl	1998	['multi-paradigm', 'object-oriented', 'markup']	['strong']
302187	curry	0	['functional', 'logic']	['static', 'strong', 'inferred']
32669131	cybil	0	[]	[]
7645	cyclone	2002	[]	[]
18384111	cython	0	[]	[]
243881	d programming language	2001	['Multi-paradigm', 'functional', 'imperative', 'object-oriented']	['inferred', 'static', 'strong']
457504	datapoint's advanced systems language	0	[]	[]
33033735	dart	2011	['Multi-paradigm', 'scripting', 'object-oriented', 'class-based', 'imperative', 'reflective', 'functional', 'garbage-collected', '[1]']	['optional', 'static', '[4]']
12794721	darwin	1991	['imperative', 'structured', 'object-oriented']	['dynamic', 'strong']
742526	dataflex	0	[]	[]
968357	datalog	0	[]	[]
2214310	datatrieve	0	[]	[]
209537	dbase	1979	['Imperative', 'Declarative']	[]
562904	dc (computer program)	0	[]	[]
532369	digital command language	0	['imperative']	[]
598142	dibol	1970	['procedural', 'imperative', 'structured']	['static']
37830261	dog	0	[]	[]
507348	draco	1990	['imperative', 'procedural', 'structured']	['static', 'strong', 'manifest']
9912359	drakon	1996	['visual']	[]
8741	dylan	1992	['multi-paradigm', 'functional', 'object-oriented']	[]
26064582	dynamo	0	[]	[]
37774833	data analysis expressions	0	[]	[]
1377046	e	1997	['Multi-paradigm', 'object-oriented', 'message passing']	['strong', 'dynamic']
1968693	ease	1991	[]	['strong']
23708	pl/i	1964	['Procedural', 'imperative', 'structured']	[]
21771340	easytrieve	0	[]	[]
48971282	ec	2004	['Multi-paradigm', 'procedural', 'object-oriented', 'generic']	['static', 'nominative', 'partially inferred']
188515	ecmascript	1997	['Multi-paradigm', 'prototype-based', 'functional', 'imperative']	['weak', 'dynamic']
953419	edinburgh imp	0	[]	[]
1205107	egl	0	[]	[]
9838	eiffel	1986	['Object-oriented', 'Class-based', 'Generic', 'Concurrent']	['static']
1179492	elan	1974	[]	[]
38202780	elixir	2011	['multi-paradigm', 'functional', 'concurrent', 'distributed', 'process-oriented']	['dynamic', 'strong', 'duck']
37552825	elm	2012	['Functional']	['static', 'strong', 'inferred']
10392	emacs lisp	1985	['Functional', 'meta', 'reflective']	['dynamic', 'strong']
32529580	emerald	1980	['object-oriented']	['strong', 'static']
1933143	epigram	2004	['Functional']	['strong', 'static', 'dependent']
42016798	easy programming language	2004	['Multi-paradigm', 'compiled', 'imperative', 'procedural', 'object-oriented', 'functional']	[]
8664562	eltron programming language	0	[]	[]
9646	erlang	1986	[]	['dynamic', 'strong']
36811567	es (unix shell)	0	[]	[]
15127666	escher	1990	['declarative', 'functional', 'logic']	['static', 'manifest']
949062	executive systems problem oriented language	0	[]	[]
1285078	esterel	0	[]	[]
4052771	etoys	1996	['object-oriented', 'prototype-based', 'educational']	['dynamic']
827385	euclid	1970	['multi-paradigm', 'structured', 'imperative', 'functional']	['strong', 'static']
908540	euler	0	['procedural', 'imperative', 'structured']	['dynamic']
9647	euphoria	1993	['Imperative, procedural']	[]
7416368	euslisp robot programming language	0	[]	[]
9424740	cms exec	0	[]	[]
9424829	exec 2	0	[]	[]
4849249	executable uml	0	[]	[]
39845825	ezhil	2007	['interpreted', 'imperative', 'structured']	['strong', 'dynamic']
1283488	f language	0	['procedural', 'modular']	['static', 'manifest']
239964	f#	2005	['Multi-paradigm', 'functional', 'imperative', 'object-oriented', 'metaprogramming', 'reflective', 'concurrent']	['static', 'strong', 'inferred']
38420593	f*	0	['Multi-paradigm', 'functional', 'imperative', 'formal verification']	['static', 'strong', 'inferred', 'dependent types', 'formal verification']
891398	factor	2003	['multi-paradigm', 'functional', 'concatenative', 'stack-oriented']	['strong', 'dynamic']
18969637	fantom	2005	['multi-paradigm']	['static', 'dynamic']
4532356	faust	0	[]	[]
934157	ffp	0	[]	[]
3236625	fjölnir	1980	['object-oriented']	[]
2857297	fl	1989	['function-level', 'functional']	['dynamic']
1332640	flavors	0	[]	[]
26480678	flex (language)	0	[]	[]
82760	flow-matic	1955	['imperative']	[]
1170592	focal	1968	[]	[]
867853	focus	0	[]	[]
602746	foil	0	[]	[]
55755598	formac	0	[]	[]
343386	formula language	0	[]	[]
11012	forth	1970	['Procedural', 'stack-oriented', 'reflective', 'concatenative']	[]
11168	fortran	1957	['multi-paradigm', 'structured', 'imperative', 'procedural', 'object-oriented', 'generic']	['strong', 'static', 'manifest']
1822171	fortress	2006	[]	['static']
899253	fp	1977	['function-level']	[]
2188401	franz lisp	1980	[]	['dynamic', 'strong']
899874	f-script	2009	['multi-paradigm', 'object-oriented', 'array']	['dynamic']
41280138	game maker language	0	[]	[]
1131159	gamemonkey script	0	[]	[]
1438314	gams	0	[]	[]
34216878	gap computer algebra system	0	[]	[]
1027403	g-code	1950	[]	[]
54139488	gdscript	0	[]	[]
25291443	genie	2008	['multi-paradigm', 'imperative', 'structured', 'object-oriented']	['static', 'strong']
4410977	geometric description language	0	[]	[]
36133392	george	0	[]	[]
40218899	glsl	0	[]	[]
30196706	gnu e	1991	['object-oriented']	['strong']
25039021	go	2009	['Multi-paradigm', 'concurrent', 'functional', '[1]', 'imperative', 'object-oriented', '[2]', '[3]']	['inferred', 'static', 'strong', 'structural', '[6]', '[7]']
25045328	go!	2003	['Multi-paradigm', 'concurrent', 'logic', 'functional', 'imperative', 'object-based']	['strong']
4993415	game oriented assembly lisp	2001	[]	['dynamic', 'latent', 'strong']
936719	gödel	1992	['declarative', 'logic']	['strong']
47051765	golo	2012	[]	['dynamic', 'weak']
55579	mad	1959	['Imperative']	[]
31285354	apps script	0	[]	[]
29539307	gosu	0	[]	['static']
577078	gpss	0	[]	[]
942857	dxc technology	0	[]	[]
144766	grass	0	[]	[]
30776767	grasshopper	2007	['visual programming']	[]
42257880	hack	2014	[]	['static', 'dynamic', 'weak', 'gradual']
52222071	haggis	0	[]	[]
267538	hal/s	0	[]	[]
40586943	halide	2012	['functional', 'parallel']	['static']
29820733	hamilton c shell	0	[]	[]
60616561	harbour (software)	0	[]	[]
49458594	hartmann pipeline	0	[]	[]
27404990	haskell	1990	['Functional']	['inferred', 'static', 'strong']
5404706	haxe	2005	['Multi-paradigm']	['static', 'dynamic', 'nominal']
24136948	hermes	0	[]	[]
723581	high level assembly (hla)	0	[]	[]
38945065	high level shader language	0	[]	[]
27421416	hollywood	0	[]	[]
13433106	hop	2006	['multi-paradigm']	[]
39338454	hopscotch	0	[]	[]
933188	hope	0	[]	[]
1151504	hugo	0	[]	[]
28231807	hume (language)	0	[]	[]
78136	hypertalk	1987	['procedural']	[]
323340	io	2002	['object-oriented', 'prototype-based']	['dynamic', 'strong']
14801	icon	1977	['multi-paradigm', 'structured']	['dynamic']
40128890	ibm basic assembly language	0	[]	[]
1205430	ibm hascript	0	[]	[]
252830	ibm informix-4gl	0	[]	[]
632241	rpgreport program generator	1959	['Multi-paradigm']	['strong', 'static']
8703218	irineu	0	[]	[]
512587	idl (interactive data language)	1977	['vector-oriented programming']	['dynamic']
39035048	idris	2007	['Functional']	[]
40650677	inform	0	[]	[]
73227	j	1990	[]	['dynamic']
419765	visual j#	2002	[]	[]
1962467	visual j++	0	[]	[]
5887624	jade	0	[]	[]
2410974	jal (compiler)	0	[]	[]
50304023	janus	2007	['concurrent constraint logic', 'imperative', 'procedural', 'reversible']	[]
3115483	jass	0	[]	[]
15881	java	1995	['Multi-paradigm', 'generic', 'object-oriented', 'class-based', 'imperative', 'reflective']	['static, strong, safe', 'nominative', 'manifest']
9845	javascript	1995	['Multi-paradigm', 'event-driven', '[1]', 'functional', 'imperative', 'object-oriented', 'prototype-based']	['dynamic', 'duck']
391487	job control language	0	[]	[]
22203007	jean	0	[]	[]
2225745	join java	2000	['Procedural', 'Reflective']	[]
140643	joss	1963	[]	[]
502786	joule	1996	['multi-paradigm', 'object-oriented', 'distributed', 'Dataflow']	[]
224748	jovial	1960	['procedural', 'imperative', 'structured']	[]
696166	joy	2001	['multi-paradigm', 'functional', 'concatenative', 'stack-oriented']	['strong', 'dynamic']
263872	jscript	1996	[]	['dynamic', 'weak', 'duck']
38455554	julia	2012	['Multi-paradigm', 'multiple dispatch', 'procedural', 'functional', 'meta', 'multistaged', '[1]']	['dynamic', 'nominative', 'parametric', 'optional']
890956	k	1993	['array', 'functional']	['dynamic', 'strong']
4400159	kaleidoscope	0	[]	[]
1433925	karel the robot	1981	['procedural']	[]
1370630	kixtart	0	[]	[]
60130039	klerer-may system	0	[]	[]
5558061	knowledge interchange format	0	[]	[]
52836480	kojo	0	[]	[]
41819039	kotlin	2011	[]	['inferred', 'static', 'strong']
17224	krc	1981	['functional']	[]
17227	krl	1976	['knowledge representation']	[]
50540803	kuka robot language	0	[]	[]
29824534	krypton	0	[]	[]
52197438	korn shell	0	[]	[]
13837554	kodu	0	[]	[]
36091677	kivy	0	[]	[]
544733	labview	0	[]	[]
66251	ladder logic	0	[]	[]
524247	lasso	1995	['Multi-paradigm', 'structured', 'object-oriented', 'multi-dis', 'imperative', 'procedural', 'concurrent', 'exp-oriented', 'Meta', 'reflective']	['dynamic', 'nominative', 'duck']
1982671	lava	0	[]	[]
62088108	lc-3	0	[]	[]
8661235	legoscript	0	[]	[]
35320077	little implementation language	0	[]	[]
169144	lilypond	0	[]	[]
236298	limbo	1995	['Concurrent']	['strong']
2782804	limnor	0	[]	[]
4298516	linc 4gl	0	[]	[]
493076	lingo	0	[]	[]
11904240	linq	0	[]	[]
12073324	lis	0	[]	[]
36674108	language for instruction set architecture	0	[]	[]
18016	lisp	1958	['Multi-paradigm', 'functional', 'procedural', 'reflective', 'meta']	['dynamic', 'strong']
10780425	lite-c	2007	[]	[]
908572	lithe	0	[]	[]
4740151	little b	2004	['functional']	['dynamic', 'strong']
41754003	ethereum	0	[]	[]
18334	logo	1967	[]	['dynamic']
7792164	logtalk	1998	['Logic programming', 'object-oriented programming', 'prototype-based programming']	[]
239268	lotusscript	0	[]	[]
904645	lpc	0	['multi-paradigm', 'object-oriented', 'functional', 'procedural', 'prototype-based']	['weak', 'static', 'strong']
11730351	lse	0	[]	[]
843913	linden scripting language	0	[]	[]
30890362	livecode	0	[]	[]
17731	livescript	2011	['multi-paradigm', 'functional', 'object-oriented']	['dynamic', 'weak']
46150	lua	1993	['Multi-paradigm', 'scripting', 'imperative', 'procedural', 'prototype-based', 'object-oriented', 'functional']	['dynamic', 'strong', 'duck']
1485589	lucid	1976	['Dataflow']	[]
2211835	lustre	0	[]	[]
18305664	lyapas	1964	[]	['dynamic']
18530	lynx	0	[]	[]
941103	m2001	0	[]	[]
625653	m4	1977	['macro']	[]
51974468	m sharp	0	[]	[]
20683	machine code	0	[]	[]
2988758	magik	0	[]	[]
39203693	magma computer algebra system	0	[]	[]
1251423	maude system	0	[]	[]
530658	máni	0	[]	[]
79099	maple	0	[]	[]
7920952	mapper	0	[]	[]
7918764	mark iv (software)	0	[]	[]
20340	mary	1970	['imperative']	['static', 'strong']
1061469	microsoft macro assembler	0	[]	[]
202110	math-matic	1957	['imperative']	[]
51022500	mathematica	0	[]	[]
20412	matlab	0	[]	[]
95925	maxima	0	[]	[]
479795	max	0	[]	[]
1690201	maya embedded language	0	[]	[]
586499	mdl	1971	[]	['dynamic', 'strong']
19726	mercury	1995	['Logic', 'functional', 'object-oriented']	['strong', 'static', 'polymorphic']
19962	mesa[1]	1976	[]	[]
44263	metafont	0	[]	[]
226438	mheg-5	0	[]	[]
20072	microassembler	0	[]	[]
2232731	microscript	0	[]	[]
3359079	miis	0	[]	[]
51603617	milk	0	[]	[]
4017688	mimic	0	[]	[]
27970668	mirah	0	[]	['static, with dynamic features', 'strong', 'inferred']
93267	miranda	1985	['lazy', 'functional', 'declarative']	['strong', 'static']
849448	miva script	1996	['imperative']	[]
20607	ml	1973	['Multi-paradigm', 'functional', 'imperative']	['inferred', 'static', 'strong']
1318381	model 204	0	[]	[]
1467946	modelica	1997	['declarative language']	[]
20824	modula	1975	[]	[]
24102707	modula-2	1978	['imperative', 'structured', 'modular', 'data and procedure hiding', 'concurrent']	[]
241545	modula-3	1980	['imperative', 'structured', 'procedural', 'modular', 'concurrent']	['strong', 'static', 'safe', 'unsafe']
948998	mohol programming languages	0	[]	[]
20178	moo	1990	['multi-paradigm', 'structured', 'prototype-based']	['dynamic']
1979848	mortran	0	[]	[]
6378343	mouse	0	[]	[]
928466	mpd	0	[]	[]
1730437	mathcad	0	[]	[]
310996	mirc scripting language	1995	['Event-driven programming', 'Procedural programming']	['dynamic typing']
19723	mumps	1966	['Procedural']	[]
30874575	mupad	0	[]	[]
1637709	mystic bbs	0	[]	[]
60647	netwide assembler	0	[]	[]
5748470	napier88	0	[]	[]
59627681	neko	0	[]	[]
30883042	nemerle	2003	['multi-paradigm', 'metaprogramming', 'functional', 'object-oriented', 'imperative']	['static', 'strong', 'inferred', 'nominal']
919571	nesl	1993	['functional', 'array']	[]
18491810	net.data	0	[]	[]
593757	netlogo	1999	[]	['dynamic', 'strong']
11690683	netrexx	1996	['multiparadigm', 'object-oriented', 'procedural', 'structured']	['static, strong, safe', 'dynamic', 'string']
1964813	newlisp	1991	[]	[]
6433017	newp	0	[]	[]
24308364	newspeak	2006	['object-oriented', 'functional']	['dynamic', 'optional']
60545	newtonscript	1993	['Prototype', 'Object-oriented']	['dynamic']
